Account,Date,Channel,Units,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
6425590009 TOWN OF ANDOVER,7/28/2016,1 Power Factor,Power Factor,91.464968,91.656131,91.472868,89.988999,89.746094,89.748549,89.61165,89.509143,89.64182,89.539347,89.665072,89.035533,87.5467,87.437811,86.463415,86.754967,86.280488,85.01773,84.893993,85.070671,84.915705,84.883721,84.759358,84.883721,84.759358,84.821429,83.950617,84.074733,83.953901,83.83659,84.052863,84.00703,83.879539,83.72093,83.809524,83.895447,83.982301,83.953901,84.056687,84.366812,84.562012,84.562012,84.527972,84.628821,84.448306,84.280639,84.025271,84.111311,84.054054,84.01084,83.949504,84.144144,82.914137,84.083333,84.458259,84.430605,84.478145,84.299732,84.402852,84.430605,84.450402,84.42256,84.649512,84.663121,84.484305,84.177215,84.115523,83.985441,84.153005,84.029038,83.892069,83.275563,82.984791,84.238646,84.391534,84.187279,84.088889,84.252669,84.078712,84.111311,84.035874,84.414107,84.633028,84.411085,83.847981,83.732057,83.352872,84.539148,84.285714,83.913565,83.513839,83.530806,83.590963,83.513839,83.757576,83.574879
6425590009 TOWN OF ANDOVER,7/28/2016,2,kVAh,188.4,189.84,185.76,218.16,245.76,248.16,247.2,249.36,247.92,250.08,250.8,236.4,192.72,192.96,196.8,217.44,236.16,270.72,271.68,271.68,270.48,268.32,269.28,268.32,269.28,268.8,272.16,269.76,270.72,270.24,272.4,273.12,270.96,268.32,302.4,284.64,271.2,270.72,270.96,274.8,276.72,276.72,274.56,274.8,276.24,270.24,265.92,267.36,266.4,265.68,266.16,266.4,276.72,288,270.24,269.76,269.04,269.04,269.28,269.76,268.56,268.08,270.48,270.72,267.6,265.44,265.92,263.76,263.52,264.48,293.52,276.96,252.48,269.52,272.16,271.68,270,269.76,268.32,267.36,267.6,210.96,209.28,207.84,202.08,200.64,204.72,242.16,218.4,199.92,199.44,202.56,201.84,199.44,198,198.72
6425590009 TOWN OF ANDOVER,7/29/2016,1 kWh,kWh,166.32,166.56,186.96,222.24,223.44,220.32,219.84,223.92,254.64,228,222.24,221.76,224.4,222.48,222,222.24,226.32,226.32,225.12,224.16,234.72,261.12,227.52,226.32,225.12,225.12,224.4,223.2,226.8,228.24,228.24,226.56,223.2,224.64,225.36,224.64,222.72,223.2,221.76,223.2,228,255.12,229.68,225.36,225.84,226.08,226.32,203.28,161.52,162.48,160.56,154.08,153.12,152.16,151.68,152.16,155.28,153.36,179.76,170.64,152.4,151.92,151.68,152.4,216,201.6,170.88,167.52,168.24,168.24,167.28,167.28,185.76,196.08,224.88,224.16,222.96,222.96,223.2,221.76,221.04,221.52,171.84,154.8,153.12,150.72,119.76,120.96,199.92,168.24,168.24,169.2,166.56,161.28,160.08,51.84
6425590009 TOWN OF ANDOVER,7/29/2016,1 Power Factor,Power Factor,84,83.313325,85.043668,87.111947,87.090739,86.849574,86.907021,86.149584,86.967213,86.916743,86.70412,86.842105,87.138863,86.9606,86.93609,86.948357,87.15342,87.15342,87.255814,87.126866,86.625332,87.179487,87.052342,86.912442,86.851852,87.012987,86.895911,86.834734,86.617782,86.612022,86.533212,86.526123,86.350975,86.426593,86.543779,86.426593,86.325581,86.270872,86.27451,86.350975,86.050725,86.352559,86.293959,86.543779,86.568537,86.740331,86.434464,85.125628,81.575758,82.060606,81.784841,81.060606,80.86185,80.970626,80.715198,80.661578,81.281407,81.401274,81.501632,81.818182,81.09834,80.842912,80.715198,80.89172,85.959885,85.452696,83.764706,83.293556,83.452381,83.551847,83.273596,83.473054,83.225806,83.794872,86.518929,86.641929,86.499069,86.660448,86.511628,86.597938,86.56015,86.585366,83.062645,81.336696,81.377551,81.770833,84.148398,86.4494,90.347072,91.038961,90.803109,91.085271,90.95675,90.810811,91.24487,78.832117
6425590009 TOWN OF ANDOVER,7/29/2016,2,kVAh,198,199.92,219.84,255.12,256.56,253.68,252.96,259.92,292.8,262.32,256.32,255.36,257.52,255.84,255.36,255.6,259.68,259.68,258,257.28,270.96,299.52,261.36,260.4,259.2,258.72,258.24,257.04,261.84,263.52,263.76,261.84,258.48,259.92,260.4,259.92,258,258.72,257.04,258.48,264.96,295.44,266.16,260.4,260.88,260.64,261.84,238.8,198,198,196.32,190.08,189.36,187.92,187.92,188.64,191.04,188.4,220.56,208.56,187.92,187.92,187.92,188.4,251.28,235.92,204,201.12,201.6,201.36,200.88,200.4,223.2,234,259.92,258.72,257.76,257.28,258,256.08,255.36,255.84,206.88,190.32,188.16,184.32,142.32,139.92,221.28,184.8,185.28,185.76,183.12,177.6,175.44,65.76
6425590009 TOWN OF ANDOVER,7/30/2016,1 kWh,kWh,29.52,28.8,29.04,29.28,32.4,29.52,29.28,64.56,133.44,150.72,157.92,215.28,225.36,226.8,223.44,223.68,251.04,238.08,223.44,225.36,227.52,230.88,229.44,228.24,208.32,219.36,228.24,230.16,228.96,229.44,230.4,228.24,228.96,245.28,250.32,227.52,228.96,228,229.2,226.8,224.16,223.68,223.68,222.24,162,163.2,156.48,151.44,151.44,151.92,150.48,150,176.4,163.92,153.12,155.76,219.12,221.04,221.28,221.76,222.48,221.52,221.76,224.88,223.68,222,222.48,220.32,166.8,142.32,153.6,159.12,176.16,189.6,149.52,148.56,149.28,148.32,162.72,163.92,165.84,166.56,163.92,163.92,163.44,163.68,163.2,163.92,165.6,172.8,175.44,174.48,172.8,175.44,199.68,172.32
6425590009 TOWN OF ANDOVER,7/30/2016,1 Power Factor,Power Factor,66.486486,66.666667,65.76087,66.666667,68.527919,66.129032,65.591398,74.515235,84.242424,85.79235,86.351706,89.342629,89.684814,89.74359,89.691715,89.701636,88.945578,89.369369,89.691715,89.599237,89.943074,89.906542,89.934149,89.886578,89.025641,89.69578,89.971618,89.626168,89.07563,89.179104,89.219331,89.212008,89.158879,88.715278,88.993174,89.34967,89.158879,89.369708,89.587242,89.319471,89.122137,89.101338,89.272031,89.210019,85.877863,85.858586,85.676741,84.925976,85.040431,85.080645,85.074627,84.231806,84.872979,84.950249,85.066667,85.507246,89.073171,89.071567,89.254598,89.189189,89.220404,89.178744,89.103182,89.323165,89.186603,89.027911,89.134615,89.126214,86.228288,84.232955,85.333333,85.438144,85.547786,85.77633,84.761905,84.447476,84.396201,84.42623,88.976378,90.945406,90.921053,91.076115,91.066667,90.703851,91.286863,91.176471,91.152815,91.188251,91.269841,91.603053,91.718946,91.561713,91.603053,90.694789,90.434783,91.232529
6425590009 TOWN OF ANDOVER,7/30/2016,2,kVAh,44.4,43.2,44.16,43.92,47.28,44.64,44.64,86.64,158.4,175.68,182.88,240.96,251.28,252.72,249.12,249.36,282.24,266.4,249.12,251.52,252.96,256.8,255.12,253.92,234,244.56,253.68,256.8,257.04,257.28,258.24,255.84,256.8,276.48,281.28,254.64,256.8,255.12,255.84,253.92,251.52,251.04,250.56,249.12,188.64,190.08,182.64,178.32,178.08,178.56,176.88,178.08,207.84,192.96,180,182.16,246,248.16,247.92,248.64,249.36,248.4,248.88,251.76,250.8,249.36,249.6,247.2,193.44,168.96,180,186.24,205.92,221.04,176.4,175.92,176.88,175.68,182.88,180.24,182.4,182.88,180,180.72,179.04,179.52,179.04,179.76,181.44,188.64,191.28,190.56,188.64,193.44,220.8,188.88
6425590009 TOWN OF ANDOVER,7/31/2016,1 kWh,kWh,102.24,101.76,103.44,102.72,130.08,147.36,148.8,146.88,186.48,216,217.2,218.4,219.84,217.92,218.64,175.92,176.64,252.48,224.4,219.6,219.84,222.48,222.48,224.88,226.56,228,228.24,228.24,226.56,227.76,227.28,224.64,224.4,223.2,223.68,222.48,222.96,240,253.92,223.2,221.76,218.88,218.64,218.16,218.4,218.88,203.28,155.76,156.48,156.72,153.84,152.64,152.64,153.84,150.48,147.12,147.36,148.32,181.2,152.16,98.16,97.92,98.4,98.88,99.36,97.68,99.12,122.64,162.96,160.8,161.28,162.72,162.72,163.2,189.84,182.64,165.12,164.4,162.48,163.68,162.48,163.2,103.2,120.24,148.8,151.92,149.52,148.56,148.08,154.8,220.08,213.84,194.64,149.76,43.92,29.28
6425590009 TOWN OF ANDOVER,7/31/2016,1 Power Factor,Power Factor,87.474333,87.42268,87.423935,87.525562,82.621951,81.109643,81.364829,81.059603,84.732824,86.705202,86.935639,87.164751,87.15509,87.056568,87.09369,84.059633,82.976325,87.158244,86.976744,86.977186,87.15509,87.288136,87.370405,87.325256,87.084871,87.235996,87.167736,87.167736,86.685032,86.984418,86.721612,86.827458,86.815227,86.592179,87.265918,87.12406,87.148218,86.730269,86.508585,86.511628,86.19403,86.527514,86.927481,86.902486,87.08134,86.692015,85.383065,81.125,81.195517,81.829574,80.934343,80.506329,80.608365,80.628931,80.384615,79.817708,79.947917,79.434447,81.445523,79.748428,72.261484,72.084806,71.929825,72.535211,72.251309,71.908127,72.202797,77.30711,82.704019,82.512315,82.555283,82.783883,82.682927,82.825822,82.740586,83.169399,83.091787,82.729469,82.762836,82.666667,82.864137,82.926829,73.883162,74.442793,76.923077,77.47858,77.008653,76.89441,76.836862,76.512456,82.168459,83.426966,84.041451,86.908078,76.569038,66.666667
6425590009 TOWN OF ANDOVER,7/31/2016,2,kVAh,116.88,116.4,118.32,117.36,157.44,181.68,182.88,181.2,220.08,249.12,249.84,250.56,252.24,250.32,251.04,209.28,212.88,289.68,258,252.48,252.24,254.88,254.64,257.52,260.16,261.36,261.84,261.84,261.36,261.84,262.08,258.72,258.48,257.76,256.32,255.36,255.84,276.72,293.52,258,257.28,252.96,251.52,251.04,250.8,252.48,238.08,192,192.72,191.52,190.08,189.6,189.36,190.8,187.2,184.32,184.32,186.72,222.48,190.8,135.84,135.84,136.8,136.32,137.52,135.84,137.28,158.64,197.04,194.88,195.36,196.56,196.8,197.04,229.44,219.6,198.72,198.72,196.32,198,196.08,196.8,139.68,161.52,193.44,196.08,194.16,193.2,192.72,202.32,267.84,256.32,231.6,172.32,57.36,43.92
6425590009 TOWN OF ANDOVER,8/1/2016,1 kWh,kWh,28.8,27.84,28.8,27.84,29.04,28.08,29.04,30.48,30.24,28.32,28.8,28.32,28.56,48.72,90.24,218.64,228.96,227.04,227.28,226.56,228.72,230.4,231.6,232.32,230.88,228.48,227.28,226.08,226.56,225.84,225.12,223.44,220.8,242.64,247.2,222,224.16,227.76,227.76,224.88,224.64,224.4,223.92,226.32,226.32,228.96,228.24,228.72,225.6,224.88,221.28,220.56,220.08,235.68,251.76,217.92,218.16,220.8,218.4,160.8,153.36,152.88,153.6,152.16,152.88,151.68,153.12,165.84,186.24,152.88,152.4,151.2,205.44,214.08,214.8,214.08,215.28,216.48,215.04,212.64,213.36,212.88,213.12,211.44,211.92,211.2,211.92,213.12,213.12,210.48,162.96,180.72,149.52,147.36,147.36,137.52
6425590009 TOWN OF ANDOVER,8/1/2016,1 Power Factor,Power Factor,65.57377,65.168539,65.934066,65.168539,65.405405,65,65.405405,67.195767,66.666667,64.835165,64.516129,64.835165,64.324324,67.218543,71.48289,83.963134,84.8,84.691137,84.629133,84.663677,84.861977,84.955752,85.097002,85.211268,85.208149,84.848485,84.780662,84.636119,84.512086,84.318996,84.050179,83.348254,83.257919,83.415842,83.807974,83.408476,83.318466,83.982301,83.982301,83.660714,83.646113,83.631485,83.752244,83.896797,83.896797,83.831283,83.714789,83.817062,83.704363,83.586084,83.438914,83.393829,83.363636,83.220339,83.785942,82.998172,83.165599,83.257919,83.180987,77.18894,76.252983,76.105137,76.190476,76.293622,76.654633,76.513317,76.498801,77.120536,78.463094,76.378897,76.413959,76.271186,82.38691,83.677298,83.410997,83.598875,83.59739,83.828996,83.504194,83.506126,83.395872,83.679245,83.458647,83.42803,83.538316,83.018868,82.988722,83.537159,83.931947,83.52381,78.135788,79.179811,77.58406,77.232704,77.135678,77.642276
6425590009 TOWN OF ANDOVER,8/1/2016,2,kVAh,43.92,42.72,43.68,42.72,44.4,43.2,44.4,45.36,45.36,43.68,44.64,43.68,44.4,72.48,126.24,260.4,270,268.08,268.56,267.6,269.52,271.2,272.16,272.64,270.96,269.28,268.08,267.12,268.08,267.84,267.84,268.08,265.2,290.88,294.96,266.16,269.04,271.2,271.2,268.8,268.56,268.32,267.36,269.76,269.76,273.12,272.64,272.88,269.52,269.04,265.2,264.48,264,283.2,300.48,262.56,262.32,265.2,262.56,208.32,201.12,200.88,201.6,199.44,199.44,198.24,200.16,215.04,237.36,200.16,199.44,198.24,249.36,255.84,257.52,256.08,257.52,258.24,257.52,254.64,255.84,254.4,255.36,253.44,253.68,254.4,255.36,255.12,253.92,252,208.56,228.24,192.72,190.8,191.04,177.12
6425590009 TOWN OF ANDOVER,8/2/2016,1 kWh,kWh,102.48,103.44,105.12,102.48,102.72,103.2,102.72,102.72,102.72,102.48,102.48,166.56,210.96,221.76,221.04,221.04,237.36,257.52,188.16,172.56,226.56,227.52,228,229.92,229.2,227.28,226.32,225.84,227.28,228.24,228.24,227.04,224.88,224.64,224.4,224.64,223.92,224.64,223.68,227.28,251.52,228.72,220.56,219.12,217.68,218.16,157.44,148.08,147.36,148.08,147.12,146.88,146.88,150.48,174.24,147.12,99.36,96.96,96.72,96,96.72,98.64,100.56,148.32,161.52,160.32,98.88,140.88,157.92,157.44,158.64,158.16,157.44,172.8,193.2,162.48,163.92,165.84,169.2,170.16,169.44,173.52,172.08,194.64,222.72,222.48,222.24,222.48,222.24,221.52,224.16,222,162,146.64,113.28,79.68
6425590009 TOWN OF ANDOVER,8/2/2016,1 Power Factor,Power Factor,80.718336,81.015038,81.261596,80.718336,80.451128,80.524345,80.451128,80.300188,80.602637,80.871212,80.871212,87.626263,89.420142,89.883268,89.853659,89.766082,89.259928,89.715719,88.487585,87.363305,89.81922,89.772727,89.962121,89.953052,90.09434,90.019011,89.895138,89.70448,89.67803,89.716981,89.632422,89.668246,89.493792,89.312977,89.559387,89.312977,89.4535,89.312977,89.186603,88.257223,88.438819,88.651163,88.792271,88.640777,88.660802,88.510224,85.416667,84.752747,84.573003,84.404925,84.31912,84.413793,84.297521,84.387618,84.320557,85.376045,85.892116,85.774947,85.744681,85.83691,85.381356,86.163522,86.391753,90.218978,91.069012,90.884354,86.012526,89.481707,90.508941,90.607735,90.424077,90.77135,90.358127,89.440994,90.044743,90.146471,90.703851,90.563565,90.967742,91.248391,91.21447,91.287879,91.68798,89.61326,87.300094,87.12406,87.111947,87.042254,87.276155,86.993402,87.28972,87.346553,83.539604,82.123656,77.631579,70.042194
6425590009 TOWN OF ANDOVER,8/2/2016,2,kVAh,126.96,127.68,129.36,126.96,127.68,128.16,127.68,127.92,127.44,126.72,126.72,190.08,235.92,246.72,246,246.24,265.92,287.04,212.64,197.52,252.24,253.44,253.44,255.6,254.4,252.48,251.76,251.76,253.44,254.4,254.64,253.2,251.28,251.52,250.56,251.52,250.32,251.52,250.8,257.52,284.4,258,248.4,247.2,245.52,246.48,184.32,174.72,174.24,175.44,174.48,174,174.24,178.32,206.64,172.32,115.68,113.04,112.8,111.84,113.28,114.48,116.4,164.4,177.36,176.4,114.96,157.44,174.48,173.76,175.44,174.24,174.24,193.2,214.56,180.24,180.72,183.12,186,186.48,185.76,190.08,187.68,217.2,255.12,255.36,255.12,255.6,254.64,254.64,256.8,254.16,193.92,178.56,145.92,113.76
6425590009 TOWN OF ANDOVER,8/3/2016,1 kWh,kWh,33.6,28.08,24.24,25.44,25.44,24.48,25.44,24.24,56.16,115.2,141.36,156.72,183.6,154.32,177.6,219.84,221.04,222.24,224.4,225.36,222.72,222.24,222.48,222.24,222.24,222.48,221.52,221.76,225.12,222.48,246.24,237.84,224.4,224.4,223.2,224.4,227.52,227.28,226.08,222.96,222.96,222.96,222.24,219.36,219.36,218.16,218.4,218.16,218.88,218.64,218.4,222,249.12,224.16,175.92,145.68,145.2,146.16,145.44,145.68,146.88,148.8,146.64,146.16,145.92,145.44,145.2,145.44,145.44,146.16,183.6,239.04,220.56,205.2,205.2,211.2,217.44,217.92,217.68,219.12,220.08,217.68,217.44,216.72,216.48,216.96,216.48,216,214.32,212.88,189.6,159.36,157.44,157.44,157.2,158.4
6425590009 TOWN OF ANDOVER,8/3/2016,1 Power Factor,Power Factor,66.350711,67.241379,63.522013,63.855422,64.242424,62.962963,62.721893,63.125,67.630058,73.282443,76.692708,77.553444,79.52183,78.223844,80.786026,84.579871,84.573003,84.798535,84.768812,85.13146,84.903934,84.954128,84.967919,84.954128,85.110294,85.123967,84.912603,84.770642,84.963768,84.657534,84.375,83.983051,83.781362,83.781362,83.708371,83.856502,84.117125,84.177778,84.032114,84.072398,84.072398,84.148551,84.181818,83.930211,83.930211,83.856089,83.948339,84.011091,83.977901,84.04059,84.103512,83.862194,84.32169,83.842011,80.196937,76.448363,76.582278,76.893939,76.708861,76.932826,77.175284,77.306733,76.952141,76.796974,76.962025,76.806084,76.679341,76.903553,76.708861,76.893939,81.124072,83.487008,83.318223,82.929195,83.090379,83.333333,83.811286,83.918669,83.59447,83.99264,84.12844,83.981481,83.811286,83.766234,84.220355,84.249767,84.220355,84.11215,83.928571,84.315589,87.389381,87.368421,87.817938,87.817938,87.566845,87.649402
6425590009 TOWN OF ANDOVER,8/3/2016,2,kVAh,50.64,41.76,38.16,39.84,39.6,38.88,40.56,38.4,83.04,157.2,184.32,202.08,230.88,197.28,219.84,259.92,261.36,262.08,264.72,264.72,262.32,261.6,261.84,261.6,261.12,261.36,260.88,261.6,264.96,262.8,291.84,283.2,267.84,267.84,266.64,267.6,270.48,270,269.04,265.2,265.2,264.96,264,261.36,261.36,260.16,260.16,259.68,260.64,260.16,259.68,264.72,295.44,267.36,219.36,190.56,189.6,190.08,189.6,189.36,190.32,192.48,190.56,190.32,189.6,189.36,189.36,189.12,189.6,190.08,226.32,286.32,264.72,247.44,246.96,253.44,259.44,259.68,260.4,260.88,261.6,259.2,259.44,258.72,257.04,257.52,257.04,256.8,255.36,252.48,216.96,182.4,179.28,179.28,179.52,180.72
6425590009 TOWN OF ANDOVER,8/4/2016,1 kWh,kWh,157.44,158.4,127.68,95.52,95.28,95.52,95.04,95.28,95.28,95.28,95.76,98.16,126,115.92,154.08,158.88,177.36,224.64,225.84,222.72,163.92,223.44,223.44,223.44,223.2,223.68,222.72,222.24,222,222.24,221.28,240.96,245.76,221.28,225.6,225.36,223.68,222,221.28,223.68,225.6,226.08,224.88,224.4,222.48,220.8,220.32,221.28,220.8,220.56,220.8,250.08,232.32,221.52,220.08,220.32,220.56,220.56,221.04,217.92,213.12,218.4,181.44,154.32,151.92,150,150.24,150.48,166.56,186,156.72,150.72,152.88,153.12,168,222.24,220.56,221.52,201.36,159.36,220.8,222.72,224.4,223.68,221.04,221.52,249.12,244.08,221.52,222,215.76,165.36,164.64,162.72,162,162.96
6425590009 TOWN OF ANDOVER,8/4/2016,1 Power Factor,Power Factor,87.700535,87.533156,84.984026,80.40404,80.20202,80.40404,80.161943,80.527383,80.20202,80.040323,80.28169,80.83004,81.26935,81.450253,86.522911,86.990802,88.186158,90.260366,90.567854,90.272374,87.564103,90.213178,90.213178,90.038685,90.379009,90.310078,90.009699,90.165531,89.631783,89.64182,89.341085,88.536155,88.966116,89.42774,89.694656,89.599237,89.701636,89.545015,89.42774,89.701636,89.866157,89.714286,89.750958,89.903846,89.738625,89.407191,89.560976,89.601555,89.668616,89.57115,89.147287,89.288775,89.381348,89.785992,89.638319,89.560976,89.833822,89.658537,89.678676,89.458128,89.425982,88.780488,87.398844,85.619174,85.195155,85.26603,84.938942,85.306122,85.04902,85.635359,84.915475,85.094851,85.274431,85.18024,86.206897,89.210019,89.31001,89.00675,88.222923,85.347044,89.060987,89.059501,89.388145,89.186603,89.157793,89.351404,88.869863,89.054291,89.524733,89.458414,89.186508,91.017173,91.466667,91.006711,91.216216,91.263441
6425590009 TOWN OF ANDOVER,8/4/2016,2,kVAh,179.52,180.96,150.24,118.8,118.8,118.8,118.56,118.32,118.8,119.04,119.28,121.44,155.04,142.32,178.08,182.64,201.12,248.88,249.36,246.72,187.2,247.68,247.68,248.16,246.96,247.68,247.44,246.48,247.68,247.92,247.68,272.16,276.24,247.44,251.52,251.52,249.36,247.92,247.44,249.36,251.04,252,250.56,249.6,247.92,246.96,246,246.96,246.24,246.24,247.68,280.08,259.92,246.72,245.52,246,245.52,246,246.48,243.6,238.32,246,207.6,180.24,178.32,175.92,176.88,176.4,195.84,217.2,184.56,177.12,179.28,179.76,194.88,249.12,246.96,248.88,228.24,186.72,247.92,250.08,251.04,250.8,247.92,247.92,280.32,274.08,247.44,248.16,241.92,181.68,180,178.8,177.6,178.56
6425590009 TOWN OF ANDOVER,8/5/2016,1 kWh,kWh,164.4,165.84,166.56,166.08,166.32,168.72,140.64,122.88,130.56,139.68,147.6,181.2,219.6,220.8,224.64,226.32,224.88,223.2,224.4,223.2,224.64,224.16,225.36,224.64,254.4,243.84,229.68,228.24,227.28,222,225.12,224.4,224.88,225.12,229.2,228,226.32,223.44,223.92,222.96,224.4,226.8,233.28,255.36,231.12,223.68,224.64,213.84,151.92,150.96,150.72,150.96,150.48,150.72,149.04,150.72,152.4,150.72,149.04,175.68,174.24,149.76,149.52,149.28,149.28,150.48,161.28,170.64,222.72,221.28,222.96,222.96,224.4,224.16,224.16,224.64,227.28,226.08,237.6,252.72,219.6,223.92,223.68,222.96,222.96,222.96,224.16,225.36,222,222.24,222.72,221.52,222.72,222,221.28,218.88
6425590009 TOWN OF ANDOVER,8/5/2016,1 Power Factor,Power Factor,91.333333,91.281374,91.195795,91.292876,91.184211,91.417425,90.153846,85.90604,87.04,81.626928,81.027668,84.169454,86.812144,86.956522,86.988848,87.234043,87.000929,86.915888,86.976744,86.915888,87.069767,87.453184,87.51165,87.558466,86.814087,87.435456,87.71769,87.64977,87.281106,86.287313,86.292548,86.414048,86.439114,86.611265,86.897179,86.837294,86.593205,86.685289,86.629526,86.579683,86.734694,86.936523,86.631016,86.857143,86.756757,86.940299,86.908078,86.337209,81.153846,81.056701,81.032258,81.26615,81.217617,81.34715,81.282723,81.452659,81.619537,81.241915,81.176471,81.514477,82.033898,81.144343,81.119792,81.30719,81.201044,81.428571,82.758621,83.450704,86.972821,86.899152,86.985019,86.985019,86.815227,86.802974,86.722377,86.827458,86.8011,86.580882,86.012163,86.453202,86.239397,86.710037,86.778399,86.741363,86.985019,86.82243,87.045666,86.944444,86.93609,86.866792,86.891386,86.829727,86.810103,87.099812,87.310606,87.022901
6425590009 TOWN OF ANDOVER,8/5/2016,2,kVAh,180,181.68,182.64,181.92,182.4,184.56,156,143.04,150,171.12,182.16,215.28,252.96,253.92,258.24,259.44,258.48,256.8,258,256.8,258,256.32,257.52,256.56,293.04,278.88,261.84,260.4,260.4,257.28,260.88,259.68,260.16,259.92,263.76,262.56,261.36,257.76,258.48,257.52,258.72,260.88,269.28,294,266.4,257.28,258.48,247.68,187.2,186.24,186,185.76,185.28,185.28,183.36,185.04,186.72,185.52,183.6,215.52,212.4,184.56,184.32,183.6,183.84,184.8,194.88,204.48,256.08,254.64,256.32,256.32,258.48,258.24,258.48,258.72,261.84,261.12,276.24,292.32,254.64,258.24,257.76,257.04,256.32,256.8,257.52,259.2,255.36,255.84,256.32,255.12,256.56,254.88,253.44,251.52
6425590009 TOWN OF ANDOVER,8/6/2016,1 kWh,kWh,220.56,220.56,219.36,217.2,168.72,172.32,175.44,148.32,148.8,149.04,112.08,114.48,163.2,162.72,162.24,163.2,181.68,224.4,224.64,226.32,226.08,228,229.2,227.76,229.2,232.32,258.96,236.88,226.8,224.16,224.16,223.68,227.04,227.28,226.8,223.68,222.24,224.16,225.12,225.36,222.24,220.08,218.4,215.28,165.36,151.2,158.16,188.16,165.84,151.2,152.64,152.4,153.84,181.92,218.16,222.48,201.84,163.2,218.4,220.8,220.8,167.76,129.84,167.28,168,198.48,178.8,165.36,109.68,103.44,103.68,105.12,113.76,152.4,152.16,151.2,150.96,159.36,220.32,222.72,224.4,225.12,230.64,231.36,171.84,217.92,217.92,218.4,223.44,223.92,194.88,166.32,165.6,165.12,164.88,165.84
6425590009 TOWN OF ANDOVER,8/6/2016,1 Power Factor,Power Factor,87.026515,87.274454,87.047619,87.019231,83.392645,81.870011,82.31982,81.422925,81.364829,81.176471,76.432079,77.184466,83.950617,83.394834,83.559951,83.538084,83.646409,84.386282,84.476534,84.42256,84.484305,84.670232,84.813499,84.581105,84.513274,83.520276,84.296875,84,83.406884,83.318466,83.17008,83.43778,83.642794,83.879539,83.628319,83.662478,83.498647,83.766816,83.67529,83.839286,83.498647,83.136899,83.029197,82.749077,77.765237,75.903614,76.184971,78.4,76.948775,76.271186,76.442308,76.413959,76.858513,79.873551,83.624655,83.815552,82.04878,77.892325,83.639706,83.788707,83.788707,83.61244,83.487654,87.01623,86.313194,87.052632,86.931155,86.885246,80.742049,80.111524,79.852126,80.366972,81.164384,85.234899,84.872825,84.90566,84.656797,84.910486,89.039767,89.145053,89.30277,89.418494,88.817006,87.795993,86.057692,89.282203,89.282203,89.303238,89.691715,89.711538,88.646288,87.38966,87.341772,87.088608,87.182741,87.913486
6425590009 TOWN OF ANDOVER,8/6/2016,2,kVAh,253.44,252.72,252,249.6,202.32,210.48,213.12,182.16,182.88,183.6,146.64,148.32,194.4,195.12,194.16,195.36,217.2,265.92,265.92,268.08,267.6,269.28,270.24,269.28,271.2,278.16,307.2,282,271.92,269.04,269.52,268.08,271.44,270.96,271.2,267.36,266.16,267.6,269.04,268.8,266.16,264.72,263.04,260.16,212.64,199.2,207.6,240,215.52,198.24,199.68,199.44,200.16,227.76,260.88,265.44,246,209.52,261.12,263.52,263.52,200.64,155.52,192.24,194.64,228,205.68,190.32,135.84,129.12,129.84,130.8,140.16,178.8,179.28,178.08,178.32,187.68,247.44,249.84,251.28,251.76,259.68,263.52,199.68,244.08,244.08,244.56,249.12,249.6,219.84,190.32,189.6,189.6,189.12,188.64
6425590009 TOWN OF ANDOVER,8/7/2016,1 kWh,kWh,168,165.12,164.88,138.48,101.04,100.8,107.52,136.08,113.28,103.92,101.52,106.32,163.92,167.28,166.56,167.04,166.56,182.4,224.64,226.08,228,225.12,225.6,224.88,226.56,228.96,230.88,228.72,237.12,258.96,234.48,227.76,227.28,226.32,226.8,226.08,226.8,225.6,226.32,225.6,225.84,228.96,230.4,229.92,229.68,230.4,228.24,234.72,251.52,224.4,218.16,218.64,219.12,193.68,151.44,150.72,149.76,150,152.88,152.64,153.6,155.28,156,153.36,154.32,157.68,158.64,172.08,193.68,165.84,220.08,220.56,220.56,222.24,222,194.16,153.12,168.24,214.56,215.52,214.32,217.92,221.28,224.4,222.72,221.04,246.72,244.8,220.32,222.72,222.48,207.84,164.16,162,161.28,161.04
