,amain,bmain,cmain,pres,KW_Total.AHS_N1-DE-ATS-kW (Trend1),KW_Total.AHS_N1-DG-kW (Trend1),KW_Total.AHS_N1-DHB - kW (Trend1),KW_Total.AHS_N1-DL-kW (Trend1),KW_Total.AHS_N1-Main-kW (Trend1),KW_Total.CollinCtr-kW (Trend1),KW_Total.M1-kW-Total (Trend1)
2016-02-25 16:00:00,65.74488,68.53742,63.01936,207.5254,41.44846,37.30458,15.29042,54.42795,197.3016,46.70678,0.0
2016-02-25 16:02:00,,,,,,,,,,,
2016-02-25 16:15:00,57.3887,65.48549,57.90052,201.7276,41.29324,25.9272,14.97281,52.06014,180.7747,46.93223,0.0
2016-02-25 16:30:00,69.25028,75.77174,65.24947,197.361,38.55537,27.18143,14.16461,54.30366,210.2715,76.44405,0.0
2016-02-25 16:45:00,65.88058,70.7398,63.95008,218.2452,43.10349,43.99122,14.01511,50.51158,200.5705,48.80325,0.0
2016-02-25 17:00:00,63.1165,67.20992,62.05389,213.7249,40.35785,46.10472,14.3486,44.89762,192.476,48.35786,0.0
2016-02-25 17:15:00,75.71809,78.68724,73.88958,204.131,40.00871,47.07681,15.8166,42.69965,228.2949,83.18081,0.0
2016-02-25 17:30:00,69.54362,73.77676,67.0574,218.662,43.63809,46.48613,13.34273,41.28403,210.3778,66.44179,0.0
2016-02-25 17:42:00,,,,,,,,,,,
2016-02-25 17:45:00,70.88561,68.83069,66.72503,213.5953,36.64305,43.56399,12.5494,40.80116,206.3791,73.73353,0.0
2016-02-25 18:00:00,73.81938,71.96294,67.43419,197.5761,43.1469,44.48631,13.12607,39.15088,213.2165,74.88013,0.0
2016-02-25 18:15:00,72.3894,71.59699,65.09834,211.1009,39.2909,43.21756,12.54174,38.66047,209.0847,76.06671,0.0
2016-02-25 18:30:00,69.3745,70.74168,63.23851,207.5595,37.36125,41.57569,12.05729,38.12874,203.3547,74.83371,0.0
2016-02-25 18:45:00,57.08063,60.9284,57.69622,194.5837,29.65392,39.47383,11.03363,37.62046,175.7052,58.14315,0.0
2016-02-25 19:00:00,57.96514,62.20523,58.82884,180.6604,39.57254,41.53523,10.23216,35.70403,178.9992,52.2443,0.0
2016-02-25 19:15:00,56.45658,59.41409,56.86388,175.1293,33.44325,43.01347,10.99865,33.41021,172.7346,53.34149,0.0
2016-02-25 19:22:00,,,,,,,,,,,
2016-02-25 19:30:00,57.95417,60.8405,57.22765,173.21,33.93434,40.84488,10.08784,34.1701,176.0223,57.21525,0.0
2016-02-25 19:45:00,56.73138,60.21465,55.52628,172.6241,32.95033,38.08048,10.68331,32.31462,172.4723,58.00543,0.0
2016-02-25 20:00:00,56.0485,57.5355,56.06733,167.0887,40.97989,36.15604,9.942014,29.63844,169.6513,53.41023,0.0
2016-02-26 05:00:00,32.22603,37.65434,38.55568,119.3667,58.97574,10.32105,9.23497,23.18812,108.4361,8.456496,0.0
2016-02-26 05:15:00,43.4095,51.66555,45.20271,123.401,54.71626,11.0651,9.343906,32.47066,140.2777,30.25437,0.0
2016-02-26 05:22:00,,,,,,,,,,,
2016-02-26 05:30:00,41.66052,46.51355,45.44399,137.3419,66.88038,11.74289,8.9561,25.92571,133.6181,18.24543,0.0
2016-02-26 05:45:00,46.55404,49.94146,53.05063,133.0432,60.49733,25.00683,9.380377,28.25009,149.5461,17.96178,0.0
2016-02-26 06:00:00,47.47335,51.34414,51.27719,156.9333,57.93624,25.83307,9.193172,30.93573,150.0947,17.65749,0.0
2016-02-26 06:15:00,54.12231,56.57365,61.71516,157.0228,52.09225,29.63789,13.56112,50.8992,172.4111,17.49164,0.0
2016-02-26 06:30:00,60.35064,61.69508,63.98866,178.1776,55.69765,37.80912,12.85613,53.35826,185.8225,17.32122,0.0
2016-02-26 06:45:00,68.17089,72.16546,71.34683,199.6449,76.86176,36.1796,13.06089,57.94281,211.6832,20.09735,0.0
2016-02-26 07:00:00,61.42596,61.59612,65.38214,199.0963,62.58782,19.06462,14.82519,66.4373,188.4042,18.63515,0.0
2016-02-26 07:02:00,,,,,,,,,,,
2016-02-26 07:15:00,98.78839,100.3739,99.27911,233.6215,67.959,41.06554,35.68867,94.12487,298.4414,54.00748,0.0
2016-02-26 07:30:00,125.318,128.5537,122.9509,347.3037,77.13509,80.71977,39.80942,117.7804,376.8227,49.49404,0.0
2016-02-26 07:45:00,128.7368,130.2028,124.5009,377.9199,75.06406,83.83951,42.60385,119.5225,383.4405,49.85729,0.0
2016-02-26 08:00:00,132.0502,140.0061,131.4115,399.2316,75.09402,95.19352,44.39131,127.3053,403.4679,46.91995,0.0
2016-02-26 08:15:00,132.7325,143.2917,129.7949,410.7857,75.6728,93.87,44.39411,135.5074,405.819,46.70191,0.0
2016-02-26 08:30:00,136.1725,147.0341,135.0007,421.4662,80.19803,93.91645,51.64851,134.5563,418.2072,46.40985,0.0
2016-02-26 08:42:00,,,,,,,,,,,
2016-02-26 08:45:00,139.066,148.2053,136.7632,423.7417,82.54102,95.85083,49.98855,137.1059,423.3664,48.72504,0.0
2016-02-26 09:00:00,149.3305,154.4395,146.6902,429.114,102.5655,91.4422,47.44621,151.6113,450.6111,49.97965,0.0
2016-02-26 09:15:00,147.0379,150.4869,139.7602,422.9618,81.24257,89.01735,44.01097,142.7617,437.0602,67.28815,0.0
2016-02-26 09:30:00,153.0602,159.0761,151.9912,423.76,98.27504,83.70042,48.61523,154.9671,464.1275,63.08381,0.0
2016-02-26 09:45:00,145.3661,153.0301,141.7637,430.9933,80.29387,85.64944,45.85375,150.7817,440.1599,64.80909,0.0
2016-02-26 10:00:00,136.7314,144.9728,136.4016,425.3808,85.52465,90.46959,48.01757,128.6634,418.1059,52.5174,0.0
2016-02-26 10:15:00,140.1915,139.4654,131.9452,425.0548,75.33669,86.17016,48.09698,135.9315,411.2581,53.50546,0.0
2016-02-26 10:22:00,,,,,,,,,,,
2016-02-26 10:30:00,135.7104,144.0113,137.0568,415.7409,75.61308,85.63191,47.80047,140.2149,417.0518,54.97589,0.0
2016-02-26 10:45:00,138.6027,143.258,140.1692,427.8211,73.65409,86.89803,49.34912,140.688,421.5127,60.42101,0.0
2016-02-26 11:00:00,136.6579,140.5027,138.4035,427.9715,76.37128,79.52184,46.47739,142.1436,415.564,60.91308,0.0
2016-02-26 11:15:00,144.6976,141.8231,140.6566,425.9343,74.29571,86.00404,46.3135,142.1895,425.3055,63.90572,0.0
2016-02-26 11:30:00,144.4149,143.8457,137.0004,429.7782,74.54869,87.00946,49.33081,139.1433,425.261,63.49819,0.0
2016-02-26 11:45:00,144.5114,145.5408,138.3526,431.8497,75.71803,87.42517,49.25486,140.1776,428.4047,63.25713,0.0
2016-02-26 12:00:00,146.9192,148.3503,141.6947,444.3849,76.90219,90.05872,53.63323,138.9719,436.9642,67.9149,0.0
2016-02-26 12:02:00,,,,,,,,,,,
2016-02-26 12:15:00,146.1076,154.4724,144.3211,439.1647,83.84418,86.37659,48.77519,145.2612,445.6159,66.27714,0.0
2016-02-26 12:30:00,145.6269,147.9418,148.8465,446.1196,88.07896,77.75463,46.81869,146.0529,442.4153,72.79777,0.0
2016-02-26 12:45:00,140.5879,145.8866,141.3419,430.5833,83.82729,83.17133,48.79453,138.1408,427.8165,62.12049,0.0
2016-02-26 13:00:00,144.6376,146.279,140.9147,430.2723,82.18302,92.33908,47.37764,133.0181,431.8313,65.73125,0.0
2016-02-26 13:15:00,140.5624,150.3678,140.9528,429.0654,81.37554,94.81829,47.23523,126.4035,423.8894,62.06901,0.0
2016-02-26 13:30:00,139.4981,147.2352,140.7786,428.8872,88.39108,95.75467,46.81605,125.5219,427.5119,57.66057,0.0
2016-02-26 13:42:00,,,,,,,,,,,
2016-02-26 13:45:00,142.9036,149.1071,142.2157,410.5734,77.55087,93.72578,45.306,123.0118,427.8573,68.94522,0.0
2016-02-26 14:00:00,134.5279,140.493,131.8795,409.0656,78.46948,93.85016,50.11067,110.2916,406.9005,59.83945,0.0
2016-02-26 14:15:00,126.2189,135.1349,125.6854,397.6938,68.29832,91.91713,45.03961,109.8864,387.0392,55.97387,0.0
2016-02-26 14:30:00,131.0776,138.6769,133.7022,391.5293,91.06816,89.86467,41.87808,104.9122,403.4568,56.74318,0.0
2016-02-26 14:45:00,118.2523,125.1647,118.9386,378.7278,65.76894,88.88904,33.39075,95.71307,362.3556,59.89713,0.0
2016-02-26 15:00:00,105.1767,113.407,107.476,342.4713,64.67386,86.38563,24.87018,76.86655,326.0598,56.83244,0.0
2016-02-26 15:15:00,80.049,84.96286,79.3155,306.9225,66.25536,46.10037,20.60546,56.78019,245.1205,52.71371,0.0
2016-02-26 15:22:00,,,,,,,,,,,
2016-02-26 15:30:00,81.19186,84.34995,77.93283,246.9053,71.77551,43.95041,20.79561,47.84272,243.4746,56.58672,0.0
2016-02-26 15:45:00,77.29122,79.27843,73.55236,237.9593,70.64394,43.87715,16.72132,48.73116,231.7775,50.58084,0.0
2016-02-26 16:00:00,77.40488,80.62617,74.00137,234.9046,68.51785,41.932,17.38938,46.5107,232.0324,56.16518,0.0
2016-02-26 16:15:00,56.0453,66.88486,57.42632,225.1333,43.58047,24.28256,15.56293,43.73913,179.3121,52.43833,0.0
2016-02-26 16:30:00,59.50232,62.94008,59.22875,179.5558,37.81616,27.28879,15.49078,41.14162,181.6711,59.8447,0.0
2016-02-26 16:45:00,62.8301,65.91553,62.46507,203.3844,64.57684,24.75866,15.56758,41.66305,191.2107,45.82116,0.0
2016-02-26 17:00:00,65.11002,71.23136,65.5138,204.9839,72.71603,26.86819,15.33448,37.33782,201.8552,51.27255,0.0
2016-02-26 17:02:00,,,,,,,,,,,
2016-02-26 17:15:00,62.76534,66.67461,61.06374,203.1844,62.70995,30.98447,12.41466,37.24067,190.5037,47.89893,0.0
2016-02-26 17:30:00,61.7847,66.3124,60.0563,191.5915,64.8443,31.10201,12.53766,32.90067,188.1534,47.52187,0.0
2016-02-26 17:45:00,57.14403,61.38652,59.25274,184.79,54.95252,32.46796,12.63095,32.29045,177.7833,46.17659,0.0
2016-02-26 18:00:00,64.00948,68.92637,63.71176,200.8208,57.49727,46.71803,11.45839,32.73013,196.6784,49.48482,0.0
2016-02-26 18:15:00,67.08506,64.9151,61.84476,200.5551,54.49173,46.91644,12.16432,30.17005,193.8449,51.36538,0.0
2016-02-26 18:30:00,65.47796,69.17033,66.16064,198.7991,56.86416,45.3835,11.77371,33.34348,200.8089,54.67298,0.0
2016-02-26 18:42:00,,,,,,,,,,,
2016-02-26 18:45:00,66.08762,62.00361,62.57527,195.2848,58.36914,42.50022,12.07911,29.14543,190.6665,49.85758,0.0
2016-02-26 19:00:00,65.89382,63.16219,63.85091,188.5641,58.55277,43.0804,11.7014,31.52601,192.9069,49.21585,0.0
2016-02-26 19:15:00,60.57081,61.44267,59.56384,193.6418,48.1092,42.26486,11.27867,32.58429,181.5773,48.46758,0.0
2016-02-26 19:30:00,59.8722,64.23634,61.00438,189.1293,51.53193,42.45934,11.22735,32.74649,185.1129,47.64348,0.0
2016-02-26 19:45:00,60.8659,59.9248,59.92191,185.2588,49.04827,39.25785,12.43374,30.41385,179.8449,50.43459,0.0
2016-02-26 20:00:00,58.14784,62.582,62.16474,182.8598,52.34903,32.96881,11.07861,35.49825,182.8946,51.63617,0.0
2016-02-27 05:00:00,41.40935,47.35262,44.83385,131.6962,48.60737,10.82092,9.138345,21.57586,133.5958,44.84615,0.0
2016-02-27 05:15:00,44.21349,40.55456,45.10831,126.506,41.16473,11.6575,9.429992,25.95711,130.8797,44.2606,0.0
2016-02-27 05:30:00,37.84985,39.16743,40.83638,128.336,37.2289,9.36847,9.627045,22.87827,117.8537,39.82668,0.0
2016-02-27 05:45:00,47.98391,48.88608,51.31073,126.4222,51.31382,25.49226,9.56049,23.70948,148.1807,40.68262,0.0
2016-02-27 06:00:00,41.88131,45.75302,49.79374,140.176,40.68816,25.88293,9.172133,25.83543,137.4281,37.6497,0.0
2016-02-27 06:15:00,57.16654,58.90192,59.95805,146.6756,53.33369,26.16917,9.684503,28.24708,176.0265,60.89326,0.0
2016-02-27 06:22:00,,,,,,,,,,,
2016-02-27 06:30:00,56.40627,57.4201,55.65637,168.692,41.07394,26.62805,10.275,29.26081,169.4827,64.59924,0.0
2016-02-27 06:45:00,55.26931,60.23629,58.12513,181.3755,40.19637,42.45136,10.28654,25.50666,173.6307,58.92318,0.0
2016-02-27 07:00:00,50.90567,56.76972,53.01067,169.1747,47.99236,22.41662,9.75917,25.48807,160.686,66.44754,0.0
2016-02-27 07:15:00,53.36286,55.76443,58.4341,167.0444,42.07694,23.07157,10.03669,28.34396,167.5614,66.59998,0.0
2016-02-27 07:30:00,64.14185,70.09831,61.35741,178.9738,58.28215,23.10187,9.561206,36.77153,195.5976,70.58794,0.0
2016-02-27 07:45:00,54.34405,59.52817,57.10475,176.192,51.18208,23.2805,10.08514,31.73308,170.9769,61.00632,0.0
2016-02-27 08:00:00,55.6893,57.09798,58.90887,177.1533,51.45955,22.5937,11.37576,32.36446,171.6962,56.25849,0.0
2016-02-27 08:02:00,,,,,,,,,,,
2016-02-27 08:15:00,61.6658,63.6811,59.31948,174.2052,55.44796,23.59458,9.902434,33.09423,184.6664,65.73143,0.0
2016-02-27 08:30:00,51.65745,53.41011,54.91291,172.3239,42.18892,22.31732,9.833611,31.15192,159.9805,55.81012,0.0
2016-02-27 08:45:00,56.04035,59.17566,56.99083,167.776,42.34216,23.6649,10.03662,31.31932,172.2068,67.3351,0.0
2016-02-27 09:00:00,54.18452,52.87621,56.35219,169.2145,47.16206,23.77422,10.03963,31.65324,163.4129,52.97175,0.0
2016-02-27 09:15:00,57.02485,58.78289,63.31543,176.4324,54.62252,23.7924,10.22649,32.04565,179.1232,60.92755,0.0
2016-02-27 09:30:00,77.72897,73.86921,77.63833,191.9576,69.89243,23.91638,9.89212,32.53336,229.2365,96.41782,0.0
2016-02-27 09:42:00,,,,,,,,,,,
2016-02-27 09:45:00,72.69267,68.2831,71.03941,215.3658,58.92695,23.71901,9.968685,35.88836,212.0957,87.61289,0.0
2016-02-27 10:00:00,57.32217,62.49549,56.92044,194.3877,58.12593,10.44802,9.535159,38.23853,176.4012,62.99009,0.0
2016-02-27 10:15:00,54.70787,55.71051,60.92322,174.3967,80.21301,8.856531,10.3595,33.76986,201.9739,57.26228,0.0
2016-02-27 10:30:00,57.91124,62.13777,65.40556,177.602,64.00233,15.43132,9.577481,29.65055,185.4546,70.03469,0.0
2016-02-27 10:45:00,59.66046,61.3563,66.78301,184.8441,78.18294,16.08976,10.56888,29.78042,187.9361,58.97645,0.0
2016-02-27 11:00:00,65.60001,63.895,65.31634,197.9908,58.30937,12.17296,10.23313,32.34745,194.8113,84.95087,0.0
2016-02-27 11:15:00,56.03717,56.20227,57.15503,186.7888,57.16882,13.60169,12.01126,34.13541,169.3945,55.17872,0.0
2016-02-27 11:22:00,,,,,,,,,,,
2016-02-27 11:30:00,58.34465,57.15818,60.0532,174.6788,69.56994,11.11138,9.698441,33.75965,175.3228,54.95459,0.0
2016-02-27 11:45:00,62.88625,59.29492,64.40099,183.2161,60.44866,11.49778,8.989271,42.41106,186.5822,65.81474,0.0
2016-02-27 12:00:00,59.43507,53.50867,59.32951,183.9941,53.55217,10.35931,9.647568,41.79396,172.2733,59.59053,0.0
2016-02-27 12:15:00,53.29507,55.03776,57.61266,178.7428,54.44842,10.63884,9.835271,37.81945,165.9455,55.32594,0.0
2016-02-27 12:30:00,52.98737,53.12061,55.32501,179.0073,31.99695,15.41088,9.480095,33.66199,161.433,71.97626,0.0
2016-02-27 12:45:00,57.49674,53.83952,57.83783,166.5899,33.10694,15.64609,9.576282,34.00014,169.1741,80.88681,0.0
2016-02-27 13:00:00,57.10069,63.63898,59.97179,176.305,41.22574,14.33336,9.101487,33.47856,180.7114,85.34438,0.0
2016-02-27 13:02:00,,,,,,,,,,,
2016-02-27 13:15:00,55.32176,56.1371,58.03197,175.3062,33.68528,14.17919,9.91321,34.83635,169.4908,80.3863,0.0
2016-02-27 13:30:00,49.23805,55.16114,52.3697,156.5761,42.94484,12.3563,9.571679,38.39253,156.5741,55.28223,0.0
2016-02-27 13:45:00,50.17654,53.44621,51.61626,157.8698,33.79615,12.45561,9.449335,36.75434,155.239,65.16969,0.0
2016-02-27 14:00:00,51.8554,52.8699,53.47306,158.5554,37.22678,13.29567,11.13671,39.04484,158.5653,57.64347,0.0
2016-02-27 14:15:00,50.38115,59.14911,52.68348,156.9259,44.4085,15.17564,9.993476,39.08632,162.2137,55.84657,0.0
2016-02-27 14:30:00,58.10866,58.82745,56.39717,166.906,35.75768,14.24102,9.347381,33.90762,173.8319,82.42303,0.0
2016-02-27 14:42:00,,,,,,,,,,,
2016-02-27 14:45:00,51.46346,54.43238,54.03289,176.6461,37.21285,13.77372,9.357795,33.61771,159.9287,69.61119,0.0
2016-02-27 15:00:00,52.82683,60.10598,54.17658,173.8649,49.57088,14.04238,10.23993,34.05106,167.1094,61.04693,0.0
2016-02-27 15:15:00,44.03977,50.70669,45.55807,158.7966,30.20261,10.08518,9.907232,34.52752,140.5652,57.30975,0.0
2016-02-27 15:30:00,51.79174,54.34439,50.7665,155.1803,40.46254,11.02542,9.482078,35.51816,157.2857,63.03344,0.0
2016-02-27 15:45:00,59.06753,59.29918,54.85706,151.8648,49.39432,12.19035,9.658598,36.61396,173.2238,61.31892,0.0
2016-02-27 16:00:00,49.94673,56.88692,50.77502,157.198,35.58214,10.35692,13.10801,38.24044,157.6087,58.01775,0.0
2016-02-27 16:15:00,52.92261,59.08755,55.88777,168.5388,42.22421,11.46816,9.88164,46.93364,167.8979,59.32001,0.0
2016-02-27 16:22:00,,,,,,,,,,,
2016-02-27 16:30:00,56.15982,56.3125,53.90643,165.9349,46.90846,11.2046,9.20958,44.31308,166.3788,56.76278,0.0
2016-02-27 16:45:00,52.32049,52.68097,50.83372,160.5477,37.49392,10.35969,9.430244,45.09106,155.8352,55.82202,0.0
2016-02-27 17:00:00,44.55371,49.88935,49.6979,153.6838,38.75909,10.03784,9.234759,35.34342,144.141,52.4538,0.0
2016-02-27 17:15:00,50.84693,54.14555,54.09063,153.0486,47.21918,10.04643,10.17373,38.75578,159.0831,55.70785,0.0
2016-02-27 17:30:00,49.4245,53.84557,50.93186,155.7517,38.03564,10.58111,9.008168,46.85374,155.2892,53.47628,0.0
2016-02-27 17:45:00,62.74931,63.2545,62.1815,158.961,44.78228,24.71911,8.860933,46.45932,188.1853,65.93008,0.0
2016-02-27 18:00:00,58.01165,59.62393,58.91335,178.8587,35.6616,27.48163,8.776938,43.54155,176.549,62.91032,0.0
2016-02-27 18:02:00,,,,,,,,,,,
2016-02-27 18:15:00,58.02229,61.06973,61.60213,177.7012,42.65473,27.38549,9.620536,45.30576,180.6941,57.93099,0.0
2016-02-27 18:30:00,68.34676,73.85666,71.13361,197.7622,90.54276,26.4164,9.615998,42.72773,213.337,55.78026,0.0
2016-02-27 18:45:00,66.89826,71.40605,68.19685,211.1964,69.74886,27.63674,9.065136,47.41246,206.5012,54.84822,0.0
2016-02-27 19:00:00,65.95115,64.14695,66.06831,202.0164,64.71455,28.68338,9.377787,40.94225,196.1664,56.0625,0.0
2016-02-27 19:15:00,64.04839,63.63541,69.04458,199.676,63.99832,27.61078,9.651878,45.45778,196.7283,55.69786,0.0
2016-02-27 19:30:00,65.01896,63.10052,64.67728,199.2131,55.53624,26.494,10.5177,42.56585,192.7968,59.00675,0.0
2016-02-27 19:42:00,,,,,,,,,,,
2016-02-27 19:45:00,70.31634,69.45721,72.54171,198.5413,64.85806,26.52727,9.265876,40.645,212.3152,57.45344,0.0
2016-02-27 20:00:00,61.43476,60.0349,65.66667,194.48,58.53847,27.38373,9.413093,36.35876,187.1364,59.28982,0.0
2016-02-28 05:00:00,25.04596,32.85868,32.47799,84.8321,36.30429,8.856623,9.717936,24.99291,90.38261,11.37571,0.0
2016-02-28 05:15:00,24.36753,27.86419,30.9684,84.6956,29.69878,10.3609,9.760779,25.67016,83.20012,8.265143,0.0
2016-02-28 05:30:00,23.42932,29.09739,29.96436,86.70038,31.77712,8.757419,9.459151,25.32955,82.49107,8.304817,0.0
2016-02-28 05:42:00,,,,,,,,,,,
2016-02-28 05:45:00,27.67378,31.96266,34.55149,82.15364,27.63045,24.41902,8.819166,24.654,94.22169,13.50915,0.0
2016-02-28 06:00:00,30.49913,31.7019,35.15962,101.1029,25.47634,26.42763,9.251431,27.55858,97.36064,9.354414,0.0
2016-02-28 06:15:00,29.42655,32.83405,34.70812,100.775,28.57413,25.65944,10.26833,24.59085,96.96871,8.961352,0.0
2016-02-28 06:30:00,27.39217,31.18535,34.21779,99.77426,26.61904,25.55563,8.831495,23.87952,92.85504,8.967592,0.0
2016-02-28 06:45:00,37.27146,36.0668,39.17406,100.2534,37.54895,29.51348,9.084429,24.58911,112.5123,13.17503,0.0
2016-02-28 07:00:00,31.91049,34.2264,39.54597,114.1192,24.94755,38.36898,8.796941,26.00344,105.6828,8.860158,0.0
2016-02-28 07:15:00,30.42599,31.77065,32.35559,94.93415,24.85085,21.63935,9.123242,26.81085,94.55223,12.40917,0.0
2016-02-28 07:22:00,,,,,,,,,,,
2016-02-28 07:30:00,27.6216,32.03653,34.59302,94.42381,28.76114,22.87153,9.239431,25.97652,94.25114,8.263937,0.0
2016-02-28 07:45:00,30.73726,32.3521,34.18156,92.58477,27.27371,22.12107,8.906777,26.24971,97.27092,12.57602,0.0
2016-02-28 08:00:00,30.53803,33.11079,36.68731,96.61597,28.27329,27.17558,8.787656,26.75894,100.3883,8.511626,0.0
2016-02-28 08:15:00,35.59422,33.04088,37.43991,99.81419,30.02439,27.55272,9.019669,27.31773,106.2433,13.12472,0.0
2016-02-28 08:30:00,32.40817,39.3996,39.86605,101.2857,36.27763,30.34679,9.487238,25.73261,111.6738,11.68483,0.0
2016-02-28 08:45:00,29.36445,33.88984,35.60081,104.9957,23.48028,35.10163,9.300471,24.39575,98.8551,8.41861,0.0
2016-02-28 09:00:00,30.92125,33.9415,36.19555,105.0158,24.85934,34.21748,9.223662,25.67646,101.0583,8.617055,0.0
2016-02-28 09:02:00,,,,,,,,,,,
2016-02-28 09:15:00,30.39874,34.36847,36.22476,106.0558,26.21708,33.47206,9.289165,24.3084,100.992,8.559665,0.0
2016-02-28 09:30:00,31.27321,35.06861,35.34934,107.0962,26.0473,34.35583,9.971907,23.17452,101.6911,8.460392,0.0
2016-02-28 09:45:00,35.1444,36.46315,36.42004,105.4062,29.66285,34.73694,9.332666,26.39359,108.0276,8.887216,0.0
2016-02-28 10:00:00,31.93885,33.87496,34.80909,104.6951,24.33483,35.26791,8.638059,26.55603,100.6229,8.378211,0.0
2016-02-28 10:15:00,35.13905,37.43317,36.85185,106.3023,23.90903,34.99925,9.052361,24.10592,109.4241,9.127112,0.0
2016-02-28 10:30:00,30.88434,34.24826,36.12432,106.4052,26.59181,34.04365,9.534678,23.46855,101.1046,8.422346,0.0
2016-02-28 10:42:00,,,,,,,,,,,
2016-02-28 10:45:00,26.10602,30.03848,29.68321,97.12186,24.27291,18.63955,9.921338,25.31449,85.8277,8.377849,0.0
2016-02-28 11:00:00,26.61327,34.55463,29.73633,91.53841,25.59203,21.4186,8.996371,24.13366,90.90423,9.670792,0.0
2016-02-28 11:15:00,26.39382,30.45337,32.26836,90.74358,26.01457,20.93698,9.095484,25.3866,89.11555,8.52387,0.0
2016-02-28 11:30:00,31.39834,32.47812,34.61184,96.15703,30.39468,23.16997,9.516616,27.24043,98.4883,8.847466,0.0
2016-02-28 11:45:00,28.46743,31.40428,31.82907,94.06179,24.80117,23.88321,9.540943,25.88398,91.70078,8.568249,0.0
2016-02-28 12:00:00,27.25098,30.18226,30.5204,91.42657,23.85426,22.05342,8.770783,25.57566,87.95364,8.467138,0.0
2016-02-28 12:15:00,28.6652,30.46662,31.43833,92.35023,24.13867,24.35352,9.243209,25.01398,91.00545,8.627275,0.0
2016-02-28 12:22:00,,,,,,,,,,,
2016-02-28 12:30:00,31.09418,31.46743,31.17361,92.90291,25.58397,23.174,8.781274,27.70367,93.73522,8.534907,0.0
2016-02-28 12:45:00,26.79007,30.18964,30.36906,93.7362,20.85979,23.26693,9.19899,25.95491,87.34876,8.438139,0.0
2016-02-28 13:00:00,25.25352,29.83508,31.46784,94.25787,23.57859,22.00116,9.061747,24.19654,86.55644,8.314835,0.0
2016-02-28 13:15:00,29.4496,34.00198,34.44597,89.91395,35.81752,20.56276,9.265429,25.09102,97.01825,8.313341,0.0
2016-02-28 13:30:00,26.58376,29.77439,31.14961,89.85754,26.28418,18.83193,9.630249,25.16421,87.50776,8.377916,0.0
2016-02-28 13:45:00,26.29702,29.11971,29.91261,89.64965,23.67202,17.9234,11.06215,24.40527,85.32935,8.379467,0.0
2016-02-28 14:00:00,27.27522,29.51507,30.8987,87.87189,26.57383,18.79584,9.985432,24.28856,87.689,8.268769,0.0
2016-02-28 14:02:00,,,,,,,,,,,
2016-02-28 14:15:00,26.69907,32.21777,31.4261,88.31452,26.13198,18.94019,9.241969,25.59871,89.88169,11.89947,0.0
2016-02-28 14:30:00,26.88345,29.56622,32.93666,84.92824,37.08016,9.471495,9.754718,26.28362,89.38632,8.331125,0.0
2016-02-28 14:45:00,23.51364,26.56303,30.0064,84.08639,22.3524,14.7817,9.210373,23.96784,80.08306,10.26371,0.0
2016-02-28 15:00:00,23.69004,27.76368,30.86059,84.8194,23.83283,14.49633,9.313837,27.06936,82.3143,7.792667,0.0
2016-02-28 15:15:00,24.00133,27.32907,28.71228,84.04613,23.8282,11.88523,9.047058,27.77794,80.04269,7.871365,0.0
2016-02-28 15:30:00,23.5349,26.71602,27.85174,83.10097,24.287,9.471807,9.287613,27.68382,78.10266,7.913215,0.0
2016-02-28 15:42:00,,,,,,,,,,,
2016-02-28 15:45:00,21.69507,24.95093,25.81564,79.15183,42.76153,7.6968,9.261077,26.49413,72.46164,7.955325,0.0
2016-02-28 16:00:00,21.60074,23.90102,26.41154,80.72417,21.85196,8.494863,8.817726,25.40323,71.9133,7.859307,0.0
2016-02-28 16:15:00,22.98071,26.02443,28.00955,80.45695,27.39067,7.256889,9.315245,25.60042,77.17386,7.648788,0.0
2016-02-28 16:30:00,24.39689,29.19734,30.52845,79.63906,34.32948,9.610273,9.084927,24.15318,84.1137,7.724964,0.0
2016-02-28 16:45:00,21.24387,25.58038,26.30138,79.84331,23.84119,8.99262,9.09734,23.12358,73.12562,7.815653,0.0
2016-02-28 17:00:00,30.91782,29.75879,31.12928,82.76821,33.14114,12.31667,9.493824,25.3676,91.80588,11.96252,0.0
2016-02-28 17:15:00,23.91047,27.86097,28.30743,81.37582,25.80894,11.6778,9.256084,25.96608,80.07888,7.655348,0.0
2016-02-28 17:22:00,,,,,,,,,,,
2016-02-28 17:30:00,28.81812,25.60899,28.67894,84.19549,22.08598,13.40524,9.730146,30.99807,83.34769,11.90248,0.0
2016-02-28 17:45:00,33.80796,32.90935,35.43651,83.41332,32.68519,27.01745,9.190911,25.48738,102.315,8.519763,0.0
2016-02-28 18:00:00,35.92259,34.99823,36.43583,101.7797,27.02026,33.41997,9.257274,25.9197,107.3566,12.84208,0.0
2016-02-28 18:15:00,31.09957,35.75057,36.0339,101.678,26.35756,35.72934,8.77833,24.25205,102.6232,8.68625,0.0
2016-02-28 18:30:00,37.28785,34.84261,35.9239,106.8841,26.88987,35.55425,9.373596,24.56638,108.0544,8.578038,0.0
2016-02-28 18:45:00,35.70989,40.90599,37.91153,105.1759,31.02407,38.43042,10.14054,24.21828,114.5274,11.95897,0.0
2016-02-28 19:00:00,35.65234,37.42199,38.46143,109.6511,29.99378,38.01748,9.179082,26.46453,111.5358,8.965383,0.0
2016-02-28 19:02:00,,,,,,,,,,,
